Y,id
0.16629087820409177,49999
0.007982531820717786,50000
0.006959488206894079,50001
0.03848004488954062,50002
0.0638023508641467,50003
0.11923215227776221,50004
0.08592139712085196,50005
0.027435984299707682,50006
0.023371805083012506,50007
0.09884468125336644,50008
0.017161719407114806,50009
0.06346773171005266,50010
0.011938525119820145,50011
0.06784552554790245,50012
0.03177731516653801,50013
0.032113403563927924,50014
0.010202797965106142,50015
0.09862741673862911,50016
0.05104023251601284,50017
0.12920492914979587,50018
0.029773818597981255,50019
0.07743317300796099,50020
0.024820435661455496,50021
0.013900113695583315,50022
0.03877921624564912,50023
0.028822815826679872,50024
0.018087204404628066,50025
0.07613934684109383,50026
0.010659610416477566,50027
0.012461315986769545,50028
0.10146876941111063,50029
0.16175793916755352,50030
0.025346761196373316,50031
0.015387825347017103,50032
0.009816972396314728,50033
0.06044764594418983,50034
0.01356819610292916,50035
0.043743146426331495,50036
0.058097142775908495,50037
0.014852653875186009,50038
0.022617962580574167,50039
0.08811600102230968,50040
0.01370975828092182,50041
0.137084947248961,50042
0.06842244597567361,50043
0.01604809074238952,50044
0.012433769440309593,50045
0.009126295652658323,50046
0.16166411105771641,50047
0.012443323902537634,50048
0.02854151846623681,50049
0.013170375258218008,50050
0.23779684192087353,50051
0.011574428802521635,50052
0.01838541794390102,50053
0.047581851800419864,50054
0.04641724383978777,50055
0.011426552926738087,50056
0.08283229689916002,50057
0.05440821030399903,50058
0.007164631301274543,50059
0.011173665632281216,50060
0.01178613587150994,50061
0.02628752103243913,50062
0.013792272711121031,50063
0.04001691528778505,50064
0.1439010704627763,50065
0.027214729423900928,50066
0.10013236978093709,50067
0.00892820421885213,50068
0.01610223834611854,50069
0.05880034293999775,50070
0.09972479293628733,50071
0.015919097184384647,50072
0.016595391069099217,50073
0.03920815307510629,50074
0.04440887466518823,50075
0.009302875772608393,50076
0.009410454286810279,50077
0.007244417753898226,50078
0.0445176408524254,50079
0.0392370892584259,50080
0.34664882874832226,50081
0.09780793359915137,50082
0.0167028347147158,50083
0.08238729841537612,50084
0.011755226414081976,50085
0.009303434539888163,50086
0.09928264217041993,50087
0.2953928042662935,50088
0.01052212093332657,50089
0.22470868088735713,50090
0.530233898229199,50091
0.0660124989023432,50092
0.01693159097935881,50093
0.020768748516863795,50094
0.022882518474878835,50095
0.010292447131419859,50096
0.015857973361997492,50097
0.008415479913350128,50098
0.017371870590243435,50099
0.2058447337428151,50100
0.0779168503411723,50101
0.01529192949316126,50102
0.04544745776273862,50103
0.04042913307554837,50104
0.0347092023201549,50105
0.1655735720972325,50106
0.015454115839425058,50107
0.329147996502575,50108
0.010006378812913667,50109
0.0800339026883811,50110
0.19304632692790907,50111
0.013791891494260754,50112
0.054737931194430156,50113
0.01336283462567065,50114
0.014452471436817632,50115
0.02387267841134911,50116
0.010280001543396292,50117
0.04600411137015804,50118
0.041287377354218176,50119
0.05043495310766952,50120
0.014605713228117217,50121
0.013598134246766501,50122
0.08956947647563052,50123
0.03561213062361544,50124
0.02101079136416947,50125
0.0799118695398374,50126
0.053392097010033314,50127
0.021024535822755035,50128
0.07601543517603906,50129
0.012927147646360033,50130
0.011000330964589059,50131
0.0392595528782952,50132
0.014260309062839064,50133
0.039106840467419274,50134
0.01874794821110024,50135
0.048259264350792,50136
0.006194823878295378,50137
0.016078750385710522,50138
0.012243031503872326,50139
0.029543149008487805,50140
0.015303339963363864,50141
0.009109717029355436,50142
0.026232163675696932,50143
0.0532968261032578,50144
0.043203988060670516,50145
0.02157107159736262,50146
0.006732083332144597,50147
0.3566879237703878,50148
0.03913790296133125,50149
0.010128634819248843,50150
0.3864108775962866,50151
0.052428758281667105,50152
0.01802124864393812,50153
0.00899166329589876,50154
0.012210760885179636,50155
0.2614142067571259,50156
0.05200269943109013,50157
0.00819082035329453,50158
0.27294166421309185,50159
0.1613962039219184,50160
0.0358535533954738,50161
0.024065929138222572,50162
0.06487453848852022,50163
0.0067972051697702054,50164
0.01699565532417011,50165
0.10984715892722194,50166
0.008820489930704493,50167
0.03346540639820259,50168
0.09558963386092689,50169
0.05007133318874689,50170
0.010005331709010856,50171
0.028112052361479577,50172
0.03245207296259917,50173
0.06679498532293116,50174
0.023428076906734752,50175
0.012638948891369638,50176
0.02212913880042943,50177
0.010628591305866002,50178
0.3680087360174679,50179
0.006399418965571276,50180
0.058107884682076894,50181
0.017210543043176083,50182
0.2340800775120265,50183
0.012552218397088526,50184
0.028645730844734416,50185
0.13944383266362953,50186
0.01732125015845245,50187
0.39801002211904785,50188
0.007273981347258526,50189
0.07418778171867561,50190
0.008591030977293263,50191
0.006782505574373548,50192
0.04719413913452472,50193
0.00892637826692331,50194
0.20594534248034085,50195
0.09534075609532203,50196
0.04381109281268636,50197
0.006760676486502672,50198
0.09237508001247605,50199
0.23306848291488963,50200
0.033304975044952764,50201
0.04404827618705866,50202
0.015945555330973502,50203
0.06294690963857504,50204
0.013752731425800909,50205
0.019937579190395786,50206
0.0151501598037899,50207
0.007388444827083819,50208
0.10566748203090842,50209
0.023515283168516386,50210
0.022670590947419727,50211
0.11498028226273196,50212
0.025670955897607373,50213
0.014496668642468876,50214
0.07514578273810199,50215
0.007490528353854159,50216
0.01715548238271903,50217
0.0168235703856436,50218
0.01507232878756062,50219
0.08851603631857152,50220
0.027200725546127943,50221
0.09222221905140367,50222
0.011764629437060263,50223
0.008799697905506916,50224
0.04490130776345429,50225
0.2683133373708225,50226
0.011443403230563073,50227
0.02684177988070015,50228
0.009366847362536328,50229
0.01156201914489778,50230
0.13016794656367098,50231
0.008183014445445069,50232
0.013094522072673923,50233
0.18048174620779633,50234
0.08533087810022297,50235
0.015881364745263853,50236
0.03902168174845122,50237
0.006259208268027462,50238
0.17157084499243608,50239
0.010772768142239347,50240
0.012913112637016248,50241
0.015143334480939616,50242
0.008635724084057847,50243
0.01324325368403175,50244
0.012632507301904442,50245
0.009289831960579713,50246
0.3466720594926873,50247
0.013931557444923878,50248
0.05463777038682397,50249
0.01914686695977271,50250
0.05035964055711831,50251
0.005984919735066228,50252
0.009465318423998104,50253
0.00881267285792769,50254
0.06351507105608185,50255
0.015805318707935924,50256
0.011919330120447874,50257
0.014549589695407355,50258
0.08489575101167679,50259
0.15961760798530267,50260
0.01009908457446799,50261
0.041282664349919874,50262
0.02589777288312331,50263
0.016962198221465014,50264
0.012135360944303841,50265
0.011071644284377725,50266
0.01347328976124245,50267
0.011310330417476198,50268
0.2979593512149798,50269
0.05068695412602791,50270
0.0076053933401776935,50271
0.021253404609593726,50272
0.6133981827953556,50273
0.022063525746995216,50274
0.12741246685614055,50275
0.00953423475220056,50276
0.2750678674156681,50277
0.6482448217143036,50278
0.01090913582812152,50279
0.018298131448571738,50280
0.01404666781529194,50281
0.04760952805923794,50282
0.11125185118970432,50283
0.017838717996536156,50284
0.05874723869468099,50285
0.010946648623779533,50286
0.2003030609932675,50287
0.015404716357586863,50288
0.03284826590108751,50289
0.048339100446503816,50290
0.014150103059676527,50291
0.01316700373695209,50292
0.021586780797986115,50293
0.01706205492515853,50294
0.11389182826467334,50295
0.008102802808497157,50296
0.021896530231861534,50297
0.015178447459961103,50298
0.010935737588265458,50299
0.06072098312815354,50300
0.008917618633226144,50301
0.010533544953096224,50302
0.04006441583242638,50303
0.5354721063356397,50304
0.5354982732230098,50305
0.38332688439910906,50306
0.020003223809607926,50307
0.05153195252931099,50308
0.02308726230474026,50309
0.006744974973980999,50310
0.07261894623263762,50311
0.019035719297199334,50312
0.06771164066748335,50313
0.04473540325693749,50314
0.09871079638285139,50315
0.03843107528073007,50316
0.10416983991230246,50317
0.03451551945190719,50318
0.10139117028533853,50319
0.0170681556126837,50320
0.016256774725133715,50321
0.07242589932948412,50322
0.03505943113986297,50323
0.06633156534959163,50324
0.07484377597179709,50325
0.0495317546634204,50326
0.03241828496324276,50327
0.007974264611291299,50328
0.03334132795473192,50329
0.007679898670611923,50330
0.010833528363785507,50331
0.13346044364437795,50332
0.0919085656992325,50333
0.033792327974401765,50334
0.01915568807304671,50335
0.42500965565817933,50336
0.0436648047121607,50337
0.013560348644876388,50338
0.24165851898159793,50339
0.048221609506381866,50340
0.03400878895320637,50341
0.02660843510018119,50342
0.007315442340742384,50343
0.04575712374747884,50344
0.12689499346183913,50345
0.45736903207915924,50346
0.047295708737717615,50347
0.051096134603212315,50348
0.015389584188042975,50349
0.012214117406484,50350
0.020668219414803894,50351
0.0907490381145562,50352
0.013260085329150703,50353
0.020181600780032075,50354
0.02812396823511342,50355
0.04601407104025884,50356
0.13144094403978243,50357
0.13853666891831834,50358
0.02571595169922457,50359
0.010848408945226,50360
0.038261610914355496,50361
0.024325797743293964,50362
0.1712064808936504,50363
0.017418933411952903,50364
0.18060924154497346,50365
0.04714518146115326,50366
0.048344366430840495,50367
0.030977698711689247,50368
0.0951098137506755,50369
0.16493599483138766,50370
0.014572816192737391,50371
0.019120906761607298,50372
0.07531653573158219,50373
0.023622962798033696,50374
0.07476619534086978,50375
0.10352542840451767,50376
0.011197715774046837,50377
0.021500576698195266,50378
0.07590668551064543,50379
0.02760064969875509,50380
0.35359278486589363,50381
0.017925241197200344,50382
0.04929532852120473,50383
0.1195757137122884,50384
0.009620847578570561,50385
